inspection_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,date,school_id
INSP02809,1.0,1.0,1.0,1.0,0.0,Anthony Jha,,2025-08-01,SCH0326
INSP02619,1.0,1.0,1.0,1.0,0.0,Vihaan Parsa,Average,2025-12-21,SCH0320
INSP01248,1.0,1.0,1.0,0.0,0.0,Logan Balasubramanian,Average,2026-03-22,SCH0520
INSP00295,1.0,1.0,1.0,1.0,0.0,Unnati Tella,Needs repair,2025-07-20,SCH0283
INSP00589,0.0,0.0,1.0,0.0,0.0,Jacob Pandit,Toilets locked,2026-03-30,SCH0044
INSP01282,,1.0,1.0,1.0,0.0,Manbir Sethi,,2025-04-18,SCH0086
INSP01589,1.0,0.0,,1.0,0.0,Dhriti Pandit,No remarks,2025-11-13,SCH0438
INSP02035,1.0,,1.0,0.0,0.0,Chavvi Khurana,Good condition,2025-05-04,SCH0445
INSP02695,1.0,1.0,1.0,0.0,0.0,Upasna Kade,Good condition,2025-05-13,SCH0276
INSP02520,,1.0,1.0,1.0,1.0,Ria Menon,Good condition,2026-01-30,SCH0039
INSP02376,1.0,1.0,1.0,0.0,1.0,,Good condition,2025-04-14,SCH0417
INSP01418,1.0,1.0,1.0,1.0,1.0,Tara Loyal,Average,2025-07-18,SCH0204
INSP00426,0.0,0.0,1.0,0.0,1.0,Wishi Rama,Average,2025-07-19,SCH0254
INSP00535,1.0,1.0,1.0,1.0,1.0,Yahvi Sengupta,Good condition,2025-04-14,SCH0280
INSP01055,1.0,1.0,1.0,0.0,1.0,Janya Saxena,Needs repair,2026-01-03,SCH0500
INSP02567,1.0,1.0,1.0,1.0,0.0,Arin Sood,,2026-03-27,SCH0524
INSP02635,1.0,1.0,1.0,1.0,0.0,,Average,2025-05-28,SCH0003
INSP02928,0.0,0.0,0.0,1.0,0.0,Vinaya Ghosh,Needs repair,2025-08-01,SCH0508
INSP00133,0.0,1.0,1.0,1.0,1.0,Mugdha Varma,Average,2025-08-04,SCH0250
INSP02184,1.0,0.0,0.0,1.0,1.0,Yatin Prasad,Average,2025-11-05,SCH0230
INSP00422,1.0,1.0,1.0,,1.0,Leela Narula,Needs repair,2025-12-31,SCH0093
INSP02796,0.0,1.0,1.0,1.0,,Anay Mahal,No remarks,2025-06-07,SCH0600
INSP02149,1.0,1.0,0.0,0.0,1.0,Alka Bawa,,2025-08-22,SCH0566
INSP01369,1.0,1.0,1.0,0.0,,Rachana Dass,Toilets locked,2025-04-28,SCH0287
INSP00557,0.0,1.0,1.0,0.0,1.0,Saumya Narang,Average,2025-04-30,SCH0356
INSP02460,1.0,1.0,0.0,0.0,0.0,Dipta De,Toilets locked,2025-04-16,SCH0257
INSP01661,1.0,1.0,1.0,0.0,1.0,Wyatt Sharaf,Toilets locked,2025-12-25,SCH0119
INSP02817,0.0,1.0,,1.0,,Aahana Sani,,2025-06-22,SCH0054
INSP02045,1.0,1.0,1.0,0.0,0.0,Rishi Sridhar,Good condition,2025-06-07,SCH0458
INSP00571,1.0,1.0,1.0,1.0,,Yash Sami,,2025-07-30,SCH0223
INSP00353,1.0,1.0,1.0,0.0,0.0,Patrick Rau,,2025-06-17,SCH0276
INSP00092,1.0,1.0,1.0,0.0,0.0,Warda Krishna,,2026-07-01,SCH0555
INSP02969,1.0,1.0,1.0,1.0,1.0,Rayaan Mital,Needs repair,2025-10-09,SCH0329
INSP02665,0.0,1.0,1.0,0.0,0.0,,No remarks,2025-11-04,SCH0314
INSP01171,1.0,0.0,1.0,1.0,1.0,Chaitaly Balan,No remarks,2025-11-29,SCH0534
INSP02896,0.0,0.0,0.0,,1.0,Praneel Deo,,2025-09-06,SCH0075
INSP01286,1.0,,1.0,1.0,0.0,Wazir Sehgal,Average,2026-03-24,SCH0423
INSP02169,1.0,1.0,0.0,1.0,0.0,Qarin Parmar,No remarks,2025-06-16,SCH0037
INSP02216,1.0,1.0,0.0,0.0,0.0,Vedika Deshpande,,2025-09-27,SCH0318
INSP01592,1.0,1.0,1.0,1.0,,Jhalak Choudhry,,2025-06-17,SCH0234
INSP02634,1.0,0.0,1.0,1.0,1.0,Wazir Kapur,Toilets locked,2026-02-11,SCH0442
INSP00698,1.0,1.0,1.0,1.0,1.0,Victor Bhandari,,2025-08-15,SCH0351
INSP02637,1.0,1.0,0.0,0.0,1.0,Oscar Sunder,No remarks,2025-09-17,SCH0327
INSP00349,0.0,1.0,1.0,1.0,0.0,Qushi Shere,Good condition,2026-02-05,SCH0207
INSP01747,0.0,1.0,1.0,0.0,0.0,Edhitha Soman,No remarks,2025-05-30,SCH0344
INSP02470,,1.0,0.0,0.0,1.0,Yauvani Mistry,Average,2025-10-14,SCH0078
INSP02858,1.0,1.0,1.0,0.0,1.0,Reyansh Bhatnagar,,2025-07-10,SCH0154
INSP02358,1.0,1.0,1.0,1.0,1.0,Wakeeta Gaba,Average,2025-06-24,SCH0109
INSP01138,1.0,1.0,1.0,0.0,1.0,Brinda Nanda,No remarks,2025-06-12,SCH0007
INSP02005,1.0,,,0.0,1.0,Ranveer Chadha,Toilets locked,2025-04-08,SCH0422
INSP01621,1.0,0.0,1.0,1.0,0.0,Darsh Narang,Needs repair,2025-01-10,SCH0482
INSP02979,1.0,1.0,,0.0,1.0,Samesh Dar,Needs repair,2025-08-03,SCH0031
INSP02963,1.0,1.0,1.0,1.0,0.0,Anika Pandya,Toilets locked,2025-08-19,SCH0398
INSP01340,1.0,1.0,1.0,0.0,1.0,Lipika Kara,Average,2026-03-15,SCH0223
INSP02620,1.0,,1.0,0.0,1.0,Ucchal Kapur,Needs repair,2026-02-09,SCH0584
INSP00454,0.0,,1.0,1.0,1.0,Yashvi Talwar,Toilets locked,2025-06-22,SCH0071
INSP00914,1.0,1.0,1.0,1.0,0.0,Ati Suri,Average,2025-12-09,SCH0323
INSP02339,1.0,0.0,1.0,1.0,1.0,Hritik Dutt,,2026-01-07,SCH0069
INSP01200,1.0,,1.0,1.0,0.0,Janya Murty,Good condition,2025-06-24,SCH0009
INSP01275,1.0,1.0,0.0,0.0,1.0,Ekanta Mangat,Average,2026-03-29,SCH0562
INSP02060,,1.0,0.0,1.0,1.0,Dev Walia,,2025-12-20,SCH0571
INSP00038,1.0,1.0,1.0,0.0,1.0,Deepa Mahal,Needs repair,2025-08-16,SCH0496
INSP00975,0.0,1.0,1.0,1.0,1.0,Gaurika Ranganathan,Good condition,2025-05-26,SCH0464
INSP02912,0.0,1.0,1.0,1.0,1.0,Veer Narayanan,Needs repair,2025-11-24,SCH0404
INSP00984,,1.0,0.0,1.0,0.0,,Needs repair,2025-10-14,SCH0114
INSP02014,0.0,1.0,1.0,1.0,,Kiaan Vaidya,Average,2025-04-28,SCH0409
INSP02120,1.0,1.0,1.0,0.0,0.0,Victor Subramaniam,Needs repair,2025-07-26,SCH0457
INSP01419,0.0,1.0,1.0,1.0,0.0,Joshua Korpal,Needs repair,2026-02-17,SCH0280
INSP01285,1.0,0.0,1.0,1.0,,Yutika Behl,Average,2026-03-30,SCH0291
INSP02162,1.0,1.0,1.0,0.0,0.0,Imaran Iyengar,No remarks,2025-07-10,SCH0001
INSP00040,1.0,1.0,1.0,0.0,1.0,Xavier Manda,Needs repair,2025-04-18,SCH0180
INSP01487,1.0,1.0,1.0,1.0,1.0,,,2025-05-18,SCH0280
INSP01992,1.0,1.0,1.0,1.0,0.0,Indali Gandhi,No remarks,2025-09-06,SCH0382
INSP00170,1.0,1.0,1.0,1.0,1.0,Ekani Kaul,Good condition,2025-07-04,SCH0102
INSP01356,1.0,1.0,0.0,0.0,0.0,Dipta Kapoor,,2025-05-18,SCH0017
INSP00738,0.0,1.0,1.0,1.0,0.0,,Good condition,2025-08-28,SCH0497
INSP01737,1.0,1.0,1.0,1.0,0.0,,,2025-05-10,SCH0181
INSP02839,1.0,1.0,1.0,1.0,1.0,Rudra Memon,,2026-11-02,SCH0511
INSP01565,1.0,0.0,1.0,,1.0,,Average,2025-05-26,SCH0533
INSP02088,1.0,1.0,1.0,1.0,1.0,Rachana Wali,Toilets locked,2026-05-03,SCH0087
INSP00635,1.0,1.0,0.0,1.0,,,,2025-10-30,SCH0523
INSP02785,1.0,0.0,1.0,1.0,0.0,Yatin Dara,Average,2025-07-04,SCH0067
INSP02090,,1.0,1.0,0.0,0.0,Jonathan Iyer,Toilets locked,2025-07-24,SCH0491
INSP01641,1.0,1.0,0.0,0.0,1.0,Darpan Ganesh,Good condition,2026-01-26,SCH0430
INSP01291,,1.0,,1.0,1.0,Sachi Mahal,,2026-03-29,SCH0163
INSP02461,1.0,1.0,0.0,0.0,0.0,Adya Date,No remarks,2026-04-03,SCH0435
INSP01381,1.0,1.0,0.0,0.0,0.0,Ishaan Sharaf,Good condition,2026-02-13,SCH0460
INSP00580,0.0,1.0,0.0,0.0,,Nathan Dhar,Good condition,2025-04-15,SCH0164
INSP00329,1.0,1.0,1.0,1.0,0.0,Simon Koshy,No remarks,2025-12-23,SCH0294
INSP01833,1.0,1.0,1.0,0.0,1.0,Nirja Bhardwaj,Toilets locked,2025-05-17,SCH0252
INSP00893,0.0,0.0,1.0,1.0,1.0,Vaishnavi Setty,Toilets locked,2025-02-09,SCH0062
INSP01144,0.0,1.0,0.0,1.0,0.0,Utkarsh Mallick,Toilets locked,2025-11-07,SCH0112
INSP00781,0.0,0.0,1.0,1.0,1.0,Samaksh Shukla,No remarks,2025-05-09,SCH0441
INSP00160,0.0,0.0,1.0,1.0,0.0,Nidra Hayer,No remarks,2026-01-01,SCH0200
INSP01731,1.0,1.0,1.0,0.0,1.0,Ishani Goel,Toilets locked,2025-06-22,SCH0149
INSP01930,1.0,0.0,1.0,0.0,,Madhavi Bassi,Good condition,2025-12-30,SCH0396
INSP02448,1.0,1.0,1.0,0.0,0.0,,No remarks,2025-07-28,SCH0445
INSP00062,1.0,1.0,0.0,,0.0,Abhiram Gandhi,,2026-02-04,SCH0502
INSP00850,1.0,0.0,1.0,1.0,0.0,Niharika Kannan,Toilets locked,2025-03-07,SCH0055
INSP02246,1.0,1.0,1.0,1.0,0.0,Upadhriti Chada,Toilets locked,2025-06-21,SCH0081
INSP01597,1.0,,0.0,1.0,0.0,Aashi Bassi,Toilets locked,2026-10-01,SCH0326
INSP01044,1.0,1.0,1.0,1.0,1.0,Chandresh Varghese,Toilets locked,2026-03-16,SCH0066
INSP02984,1.0,1.0,1.0,1.0,1.0,Bishakha Sood,No remarks,2025-05-15,SCH0311
INSP01545,0.0,1.0,1.0,0.0,0.0,Rayaan Chauhan,Average,2025-10-24,SCH0116
INSP02100,1.0,1.0,1.0,0.0,0.0,Priya Tank,Needs repair,2025-08-05,SCH0194
INSP01071,1.0,1.0,0.0,1.0,1.0,Daniel Oak,No remarks,2025-05-25,SCH0456
INSP00054,1.0,1.0,1.0,1.0,0.0,,Toilets locked,2025-12-04,SCH0271
INSP02672,,1.0,1.0,1.0,1.0,Ekani Devi,Needs repair,2025-10-29,SCH0229
INSP00259,1.0,1.0,1.0,0.0,0.0,Baghyawati Mani,Toilets locked,2025-10-28,SCH0392
INSP00506,1.0,1.0,1.0,,,Vansha Chaudhary,Toilets locked,2026-01-21,SCH0207
INSP00753,1.0,1.0,1.0,,1.0,Mahika Sabharwal,Needs repair,2025-09-19,SCH0109
INSP02402,1.0,1.0,1.0,,0.0,Indrajit Sarma,Needs repair,2026-03-30,SCH0033
INSP00218,1.0,1.0,1.0,1.0,1.0,Tanvi Ramakrishnan,Good condition,2025-04-19,SCH0457
INSP00825,1.0,1.0,0.0,1.0,0.0,Qabil Khanna,Average,2025-10-19,SCH0152
INSP01962,1.0,1.0,,0.0,0.0,Chatura Bassi,Toilets locked,2026-02-01,SCH0172
INSP02397,1.0,1.0,1.0,,0.0,Kamya Virk,Average,2025-05-15,SCH0095
INSP01390,1.0,1.0,0.0,1.0,0.0,Inaya Grewal,Good condition,2025-06-20,SCH0390
INSP02633,,1.0,1.0,0.0,1.0,Champak Chander,Average,2025-05-08,SCH0174
INSP01267,1.0,1.0,1.0,1.0,1.0,Amrita Buch,Toilets locked,2025-09-10,SCH0343
INSP02594,1.0,1.0,1.0,1.0,0.0,Daksh Oza,No remarks,2025-06-24,SCH0107
INSP01910,1.0,0.0,1.0,0.0,0.0,Baljiwan Kunda,Good condition,2025-05-04,SCH0439
INSP01599,1.0,1.0,1.0,0.0,1.0,Balvan Naik,Needs repair,2026-02-18,SCH0303
INSP02160,1.0,1.0,1.0,0.0,0.0,Vrishti Dhaliwal,Toilets locked,2025-05-07,SCH0594
INSP01608,1.0,0.0,1.0,1.0,0.0,Bakhshi Sani,,2025-05-09,SCH0367
INSP01830,,1.0,1.0,,1.0,Yauvani Mani,Average,2025-09-11,SCH0390
INSP00772,1.0,1.0,1.0,0.0,1.0,Finn Bath,Good condition,2025-12-12,SCH0104
INSP02945,0.0,,1.0,0.0,0.0,Aayush Vora,Toilets locked,2025-11-11,SCH0551
INSP01961,1.0,1.0,1.0,1.0,0.0,,No remarks,2025-08-01,SCH0007
INSP02823,1.0,1.0,0.0,1.0,0.0,Kashvi Sarin,Toilets locked,2025-07-29,SCH0587
INSP01086,1.0,1.0,1.0,,0.0,Meera Narain,,2025-11-19,SCH0383
INSP02250,1.0,,1.0,1.0,,Jagvi Bhardwaj,,2025-08-27,SCH0023
INSP02347,1.0,1.0,1.0,1.0,1.0,Aadhya Ramanathan,Good condition,2026-02-14,SCH0556
INSP01326,,1.0,1.0,0.0,0.0,Vihaan Soman,Needs repair,2025-05-19,SCH0360
INSP02235,1.0,,1.0,0.0,0.0,,No remarks,2026-01-18,SCH0014
INSP01742,1.0,1.0,1.0,0.0,1.0,Ojasvi Nigam,Average,2026-03-09,SCH0501
INSP01913,1.0,1.0,1.0,1.0,0.0,,No remarks,2025-08-09,SCH0553
INSP02363,1.0,1.0,1.0,0.0,1.0,Azaan Rastogi,Needs repair,2026-03-26,SCH0076
INSP01404,1.0,1.0,,1.0,1.0,Warinder Kari,Good condition,2025-09-23,SCH0083
INSP02994,1.0,1.0,0.0,0.0,1.0,Rachana Seth,Needs repair,2025-12-18,SCH0150
INSP02366,0.0,1.0,1.0,0.0,0.0,Xiti Sandhu,Toilets locked,2025-05-09,SCH0436
INSP01914,1.0,0.0,0.0,0.0,0.0,Zashil Bora,,2025-11-22,SCH0444
INSP01164,1.0,1.0,1.0,0.0,0.0,Finn Jhaveri,No remarks,2025-05-10,SCH0456
INSP00964,1.0,,1.0,1.0,0.0,Chakradev Loke,Toilets locked,2025-04-10,SCH0430
INSP02564,0.0,1.0,1.0,1.0,0.0,Bahadurjit Ben,,2025-09-28,SCH0114
INSP00399,0.0,1.0,1.0,1.0,,Jonathan Sharma,Toilets locked,2025-05-15,SCH0555
INSP00585,,1.0,1.0,0.0,1.0,Agastya Varma,Toilets locked,2026-03-02,SCH0495
INSP00949,1.0,1.0,1.0,1.0,1.0,Parth Wagle,Good condition,2025-01-11,SCH0136
INSP00705,1.0,1.0,1.0,1.0,,Kiaan Date,No remarks,2025-12-05,SCH0266
INSP00432,1.0,1.0,1.0,1.0,0.0,Max Bath,Good condition,2026-01-28,SCH0254
INSP01689,1.0,0.0,1.0,0.0,1.0,Libni Agarwal,No remarks,2025-04-27,SCH0130
INSP00293,1.0,1.0,1.0,1.0,1.0,Warinder Sachar,Needs repair,2025-08-23,SCH0064
INSP00146,1.0,1.0,0.0,0.0,0.0,Xiti Rege,Toilets locked,2025-07-07,SCH0518
INSP00324,1.0,1.0,0.0,1.0,,Max Garg,Needs repair,2026-01-22,SCH0564
INSP02723,1.0,1.0,1.0,1.0,0.0,Theodore Sidhu,Needs repair,2025-05-07,SCH0103
INSP02224,1.0,1.0,1.0,1.0,0.0,Amrita Raju,,2025-11-07,SCH0536
INSP01166,1.0,0.0,1.0,1.0,1.0,,Toilets locked,2025-07-16,SCH0067
INSP01453,1.0,1.0,0.0,1.0,0.0,Nathan Shenoy,Needs repair,2025-04-17,SCH0029
INSP00003,,0.0,1.0,1.0,0.0,Azad Pingle,Good condition,2025-04-06,SCH0568
INSP01713,1.0,1.0,1.0,1.0,1.0,Kritika Wason,Toilets locked,2025-12-11,SCH0300
INSP00577,0.0,1.0,1.0,1.0,,Krish Manda,No remarks,2026-02-25,SCH0536
INSP02424,0.0,1.0,0.0,1.0,0.0,Ekaja Madan,Needs repair,2025-12-10,SCH0296
INSP00340,1.0,0.0,1.0,1.0,1.0,Neha Devi,Average,2026-01-10,SCH0300
INSP02903,1.0,1.0,1.0,1.0,1.0,Yug Nair,Average,2025-11-18,SCH0450
INSP02479,1.0,1.0,1.0,0.0,0.0,Upadhriti Chander,No remarks,2025-02-05,SCH0326
INSP00926,1.0,1.0,1.0,1.0,1.0,Yadavi Madan,Needs repair,2025-04-16,SCH0403
INSP00266,1.0,1.0,1.0,0.0,,Manthan Bal,Good condition,2025-04-12,SCH0237
INSP00377,1.0,0.0,0.0,,0.0,,No remarks,2025-10-29,SCH0050
INSP02469,,1.0,0.0,1.0,0.0,Anamika Kunda,Average,2025-09-25,SCH0037
INSP01464,1.0,1.0,1.0,1.0,1.0,Dakshesh Memon,Good condition,2025-11-11,SCH0070
INSP00272,1.0,1.0,1.0,0.0,1.0,Jasmit Sampath,No remarks,2025-10-25,SCH0239
INSP00697,1.0,1.0,0.0,1.0,0.0,Parth Natt,No remarks,2026-01-21,SCH0010
INSP00245,1.0,1.0,0.0,0.0,0.0,Rudra Jha,Good condition,2026-02-22,SCH0474
INSP02956,1.0,1.0,0.0,1.0,0.0,Quincy Bath,No remarks,2025-10-15,SCH0368
INSP00477,0.0,1.0,1.0,1.0,,Manya Mani,Toilets locked,2025-05-26,SCH0505
INSP02011,1.0,1.0,1.0,1.0,1.0,Varsha Gupta,Average,2025-07-05,SCH0120
INSP01922,1.0,1.0,1.0,1.0,1.0,,Needs repair,2025-06-02,SCH0228
INSP00814,1.0,,1.0,1.0,1.0,Ayushman Parmar,Good condition,2026-06-03,SCH0221
INSP01872,1.0,1.0,1.0,0.0,1.0,Ekanta Bose,Needs repair,2025-10-06,SCH0184
INSP02669,0.0,0.0,1.0,1.0,0.0,Harinakshi Contractor,Good condition,2026-01-11,SCH0505
INSP02926,0.0,1.0,1.0,1.0,1.0,,Needs repair,2025-09-25,SCH0064
INSP01165,0.0,1.0,1.0,,1.0,,Toilets locked,2025-08-21,SCH0463
INSP02289,1.0,1.0,1.0,1.0,1.0,Chandresh Mahal,Needs repair,2026-03-25,SCH0210
INSP00251,1.0,1.0,0.0,1.0,1.0,Laban Saini,Toilets locked,2025-09-04,SCH0554
INSP00414,1.0,1.0,1.0,0.0,0.0,Ekapad Sibal,Toilets locked,2026-03-17,SCH0401
INSP00546,1.0,1.0,1.0,,0.0,,Good condition,2025-06-09,SCH0219
INSP01194,1.0,1.0,0.0,1.0,1.0,Pranav Sagar,Average,2025-07-21,SCH0231
INSP00739,0.0,1.0,1.0,1.0,1.0,Sai Issac,Good condition,2025-04-12,SCH0583
INSP00311,0.0,1.0,1.0,1.0,1.0,Divya Sankaran,,2025-11-22,SCH0143
INSP00894,1.0,1.0,1.0,0.0,1.0,Sarthak Dey,Good condition,2025-10-14,SCH0347
INSP01132,1.0,1.0,1.0,1.0,0.0,Akshay Magar,Average,2025-10-22,SCH0317
INSP01450,1.0,1.0,0.0,,0.0,Lakshmi Mandal,Needs repair,2025-12-07,SCH0147
INSP00016,1.0,1.0,1.0,1.0,1.0,Nidhi Kadakia,Good condition,2025-05-16,SCH0028
INSP02109,1.0,,1.0,0.0,1.0,Nirja Bassi,Toilets locked,2025-07-21,SCH0122
INSP00722,1.0,1.0,1.0,1.0,1.0,,Needs repair,2025-09-06,SCH0212
INSP01421,1.0,0.0,1.0,0.0,0.0,Diya Guha,Average,2025-04-08,SCH0352
INSP02770,1.0,1.0,1.0,,0.0,Yamini Agate,Toilets locked,2026-01-14,SCH0119
INSP00982,0.0,,1.0,0.0,0.0,Aarini Atwal,No remarks,2025-07-31,SCH0128
INSP02219,1.0,1.0,1.0,0.0,1.0,Ekbal Bakshi,Average,2025-05-23,SCH0159
INSP01540,,1.0,0.0,1.0,1.0,Faqid Kapur,Needs repair,2025-07-21,SCH0559
INSP02662,1.0,1.0,1.0,0.0,0.0,Janya Joshi,Needs repair,2026-03-02,SCH0122
INSP01551,,1.0,1.0,0.0,1.0,Ekavir Mallick,Needs repair,2025-06-20,SCH0096
INSP02548,0.0,1.0,0.0,1.0,1.0,Odika Nori,,2025-05-31,SCH0033
INSP00364,1.0,1.0,1.0,1.0,1.0,Aachal Toor,No remarks,2025-10-22,SCH0100
INSP00983,1.0,1.0,1.0,1.0,0.0,Ridhi Pathak,Toilets locked,2026-01-26,SCH0584
INSP00183,1.0,1.0,1.0,0.0,1.0,Meghana Chowdhury,,2025-04-01,SCH0257
INSP00986,,,1.0,0.0,0.0,Yatan Prabhu,Needs repair,2025-10-28,SCH0122
INSP01195,1.0,1.0,1.0,1.0,0.0,Yashasvi Ahluwalia,Good condition,2026-03-26,SCH0070
INSP01974,1.0,1.0,,0.0,1.0,Bahadurjit Mallick,Average,2025-10-14,SCH0275
INSP01870,1.0,1.0,1.0,0.0,0.0,,No remarks,2025-07-23,SCH0173
INSP01122,1.0,1.0,,0.0,0.0,,Good condition,2025-05-12,SCH0157
INSP00188,1.0,1.0,1.0,,0.0,Ekansh Dayal,No remarks,2025-04-18,SCH0509
INSP00620,1.0,1.0,1.0,0.0,0.0,Timothy Balasubramanian,Toilets locked,2025-06-18,SCH0368
INSP02899,0.0,1.0,1.0,1.0,0.0,Urvashi Barad,,2025-02-05,SCH0154
INSP01176,0.0,1.0,1.0,1.0,1.0,Yug Parsa,,2025-06-13,SCH0345
INSP01183,1.0,1.0,1.0,1.0,1.0,Zilmil Doshi,Average,2025-09-03,SCH0133
INSP02508,1.0,1.0,1.0,,0.0,Tanay Sahota,No remarks,2025-04-19,SCH0566
INSP02320,0.0,1.0,1.0,1.0,1.0,Ati Sama,Good condition,2025-10-11,SCH0277
INSP00615,1.0,1.0,1.0,0.0,1.0,Nandini Golla,Good condition,2025-07-20,SCH0372
INSP01514,0.0,1.0,1.0,0.0,1.0,Vivaan Bhattacharyya,Average,2025-10-09,SCH0402
INSP01467,1.0,,1.0,1.0,0.0,,Average,2025-12-28,SCH0368
INSP00402,1.0,1.0,1.0,1.0,0.0,Siddharth Sethi,Average,2025-08-31,SCH0357
INSP00995,1.0,0.0,1.0,0.0,0.0,Rajata Dhaliwal,Toilets locked,2026-01-14,SCH0031
INSP00935,0.0,0.0,1.0,1.0,1.0,Ronith Gole,Average,2026-02-22,SCH0364
INSP00372,1.0,1.0,1.0,1.0,0.0,,Needs repair,2025-05-24,SCH0315
INSP02091,1.0,1.0,1.0,0.0,0.0,,No remarks,2025-06-13,SCH0199
INSP02284,1.0,1.0,1.0,0.0,1.0,Samesh Gulati,Good condition,2025-08-04,SCH0556
INSP00594,1.0,1.0,1.0,1.0,1.0,Raghav Chaudhuri,Toilets locked,2026-03-20,SCH0203
INSP02829,1.0,,1.0,1.0,0.0,Januja Pal,,2025-07-12,SCH0491
INSP00727,1.0,1.0,1.0,1.0,1.0,Unni Sama,No remarks,2025-11-09,SCH0022
INSP00827,,1.0,1.0,0.0,1.0,Aditya Vyas,No remarks,2025-06-29,SCH0080
INSP01869,1.0,1.0,,,1.0,Yash Nadig,Needs repair,2025-09-01,SCH0394
INSP00688,1.0,1.0,1.0,0.0,0.0,Rayaan Sundaram,No remarks,2025-12-19,SCH0141
INSP02335,1.0,1.0,1.0,1.0,0.0,Faqid Amble,Average,2025-10-26,SCH0107
INSP00137,1.0,1.0,0.0,1.0,0.0,Leela Mangal,Toilets locked,2025-04-17,SCH0237
INSP02577,1.0,1.0,1.0,0.0,1.0,,Average,2026-01-03,SCH0184
INSP00629,1.0,1.0,1.0,1.0,0.0,,Good condition,2026-02-26,SCH0035
INSP00335,0.0,1.0,0.0,1.0,0.0,Christopher Yadav,Good condition,2026-03-29,SCH0248
INSP01806,1.0,,1.0,1.0,1.0,Aadhya Lad,Toilets locked,2025-11-24,SCH0102
INSP00391,0.0,1.0,1.0,1.0,0.0,Forum Shetty,No remarks,2025-08-16,SCH0600
INSP02934,1.0,1.0,0.0,0.0,0.0,,Average,2026-03-14,SCH0535
INSP01110,1.0,1.0,1.0,0.0,0.0,Adya Gara,Good condition,2025-07-20,SCH0391
INSP01938,1.0,1.0,1.0,0.0,0.0,Arin Nagi,,2025-12-20,SCH0150
INSP02838,0.0,1.0,,0.0,0.0,Divya Bhalla,Needs repair,2025-12-07,SCH0170
INSP00711,1.0,0.0,1.0,1.0,0.0,,Average,2025-12-26,SCH0513
INSP01040,1.0,1.0,1.0,1.0,1.0,,Toilets locked,2025-08-27,SCH0348
INSP02072,1.0,1.0,1.0,0.0,1.0,Warjas Doshi,Good condition,2025-06-26,SCH0032
INSP02874,1.0,1.0,1.0,0.0,0.0,Bhavika Om,Toilets locked,2025-07-24,SCH0443
INSP02729,1.0,1.0,1.0,,0.0,Ganga Shere,Toilets locked,2025-09-25,SCH0355
INSP01562,1.0,1.0,0.0,,,Pooja Gill,Toilets locked,2025-04-08,SCH0372
INSP02898,1.0,0.0,1.0,,0.0,Max Dewan,Good condition,2025-11-25,SCH0095
INSP01595,,1.0,1.0,1.0,,Ira Bala,Good condition,2025-07-26,SCH0538
INSP02991,1.0,,0.0,0.0,1.0,Avi Vig,No remarks,2025-11-23,SCH0205
INSP02652,1.0,0.0,1.0,1.0,1.0,Ayush Mangat,,2025-04-22,SCH0019
INSP01113,1.0,1.0,1.0,1.0,,,Toilets locked,2025-07-17,SCH0319
INSP00466,1.0,1.0,,1.0,1.0,Ojas Behl,,2026-01-16,SCH0397
INSP01561,0.0,1.0,1.0,0.0,,Gautam Sahota,Needs repair,2025-05-01,SCH0306
INSP01224,1.0,1.0,0.0,1.0,0.0,Forum Minhas,,2026-02-18,SCH0144
INSP02111,,1.0,1.0,1.0,1.0,Radha Prabhu,,2025-04-15,SCH0214
INSP02472,1.0,1.0,0.0,1.0,1.0,Wakeeta Dey,,2025-12-02,SCH0430
INSP01509,1.0,,1.0,,1.0,,Good condition,2025-10-15,SCH0292
INSP02716,1.0,1.0,1.0,0.0,,,No remarks,2026-01-09,SCH0120
INSP01105,1.0,0.0,1.0,1.0,1.0,Dalbir Sur,Average,2025-06-05,SCH0153
INSP00661,1.0,1.0,1.0,0.0,1.0,Bhavika Venkataraman,Good condition,2025-08-28,SCH0276
INSP00339,0.0,1.0,1.0,1.0,0.0,Maanav Luthra,No remarks,2025-08-15,SCH0493
INSP00216,,0.0,0.0,1.0,0.0,Mohammed Varghese,,2025-08-03,SCH0545
INSP01616,1.0,0.0,1.0,0.0,1.0,Nisha Wason,,2025-06-09,SCH0081
INSP01342,1.0,1.0,1.0,1.0,0.0,Jatin Date,,2026-03-31,SCH0330
INSP02646,0.0,1.0,1.0,0.0,0.0,Chaman Maharaj,Average,2025-09-06,SCH0226
INSP02965,1.0,1.0,1.0,0.0,0.0,Jagdish Bakshi,Toilets locked,2025-07-21,SCH0460
INSP02947,0.0,1.0,1.0,1.0,0.0,Charles Balasubramanian,,2025-08-27,SCH0146
INSP01847,1.0,1.0,1.0,0.0,1.0,Quincy Pau,,2025-10-07,SCH0469
INSP01593,1.0,1.0,0.0,1.0,0.0,Janaki Jhaveri,Toilets locked,2025-10-05,SCH0436
INSP02047,1.0,,1.0,,1.0,Aryan Sachdeva,Good condition,2025-04-19,SCH0114
INSP02654,1.0,1.0,1.0,0.0,1.0,Hardik Bhatia,Good condition,2025-07-04,SCH0489
INSP00817,,1.0,1.0,1.0,1.0,Ayushman Viswanathan,No remarks,2025-06-07,SCH0301
