procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM007337,2025-08-21,SCH0271,goyal enterprises,Rice,33.9,KG,1794.0,Paid
MDM003982,2025-12-17,SCH0336,kumar & co.,Lentils,33.9,KG,4473.0,Paid
MDM008911,2025-04-11,SCH0316,s. agro works,mustard oil,33.9,KG,2604.0,Paid
MDM011766,2025-11-15,SCH0159,singh agro,Rice,33.9,KG,980.0,Cleared
MDM002894,2026-01-06,SCH0163,Sharma Traders,Rice,33.9,KG,1016.0,Paid
MDM002670,2025-10-21,SCH0302,kumar & co.,Rice,33.9,KG,1794.0,Paid
MDM003978,2025-07-04,SCH0290,sharma & sons,cooking oil,33.9,KG,1794.0,Due
MDM008085,2025-05-25,SCH0087,goyal enterprises,cooking oil,33.9,KG,4488.0,Paid
MDM000280,2025-12-19,SCH0426,goyal enterprises,Wheat,24.6,KG,738.0,Pending
MDM009748,2026-02-24,SCH0158,goyal mill,Pulses,33.9,KG,2799.0,Paid
MDM009181,2026-02-28,SCH0582,goyal mill,Lentils,33.9,KG,1071.0,Pending
MDM009134,2026-03-10,SCH0477,Kumar Supplies,Lentils,33.9,KG,2448.0,Paid
MDM010892,2025-08-29,SCH0384,Goyal Rice Mill,oil,33.9,KG,6636.0,Paid
MDM009368,2025-10-03,SCH0551,s. agro works,Rice,33.9,KG,1408.0,Paid
MDM005198,2025-11-13,SCH0291,s. agro works,oil,33.9,KG,1794.0,Cleared
MDM004665,2025-04-21,SCH0125,goyal enterprises,Rice,33.9,KG,1708.0,Due
MDM001695,2025-06-27,SCH0559,Sharma Traders,Wheat,33.9,KG,1422.0,Cleared
MDM011626,2026-02-26,SCH0331,kumar & co.,sarson tel,33.9,KG,5952.0,Due
MDM005019,2025-07-07,SCH0406,Kumar Supplies,Lentils,33.9,KG,4617.0,Paid
MDM006134,2025-07-24,SCH0445,s. agro works,Lentils,33.9,KG,1386.0,Paid
MDM003480,2025-11-27,SCH0241,Sharma Traders,Wheat,33.9,KG,1215.0,Paid
MDM005555,2025-06-18,SCH0101,kumar & co.,Lentils,33.9,KG,3915.0,Pending
MDM004417,2026-02-17,SCH0598,kumar & co.,Lentils,33.9,KG,5121.0,Due
MDM011501,2025-04-08,SCH0105,Kumar General Store,Lentils,33.9,KG,4347.0,Due
MDM004156,2025-10-05,SCH0386,singh agro,Rice,33.9,KG,756.0,Paid
MDM004884,2025-08-28,SCH0374,singh agro,Wheat,33.9,KG,624.0,Cleared
MDM005808,2025-04-18,SCH0094,singh agro,Wheat,47.5,KG,1794.0,Paid
MDM003810,2025-08-25,SCH0248,Kumar Supplies,Pulses,33.9,KG,1794.0,Due
MDM008185,2025-09-24,SCH0425,Sharma Traders,Lentils,33.9,KG,2745.0,Due
MDM010645,2025-07-06,SCH0276,s. agro works,oil,33.9,KG,2760.0,Due
MDM009850,2025-06-24,SCH0340,Sharma Traders,Rice,22.5,KG,900.0,Paid
MDM004297,2026-01-28,SCH0341,goyal enterprises,oil,33.9,KG,1794.0,Due
MDM007056,2025-08-28,SCH0481,sharma & sons,cooking oil,33.9,KG,1794.0,Paid
MDM004684,2026-01-31,SCH0016,singh agro,Rice,33.9,KG,840.0,Cleared
MDM010611,2025-09-04,SCH0486,s. agro works,cooking oil,33.9,KG,1512.0,Paid
MDM008859,2025-11-30,SCH0144,Sharma Traders,Wheat,33.9,KG,1794.0,Due
MDM007435,2026-01-09,SCH0338,goyal mill,cooking oil,29.5,KG,1794.0,Pending
MDM005594,2025-10-25,SCH0464,Kumar General Store,Rice,33.9,KG,1072.0,Paid
MDM002210,2025-08-10,SCH0514,Sharma Traders,mustard oil,33.9,KG,1794.0,Pending
MDM009741,2025-12-03,SCH0257,kumar & co.,sarson tel,33.9,KG,1884.0,Pending
MDM011881,2025-07-15,SCH0270,Sharma Traders,mustard oil,22.9,KG,2748.0,Paid
MDM005403,2025-05-31,SCH0554,Kumar Supplies,Wheat,33.9,KG,1794.0,Due
MDM002411,2025-07-23,SCH0440,goyal enterprises,Wheat,33.9,KG,1794.0,Pending
MDM004564,2025-06-15,SCH0365,goyal enterprises,oil,33.9,KG,4272.0,Due
MDM000185,2025-12-15,SCH0083,Goyal Rice Mill,Lentils,33.9,KG,5220.0,Pending
MDM007372,2025-04-25,SCH0147,Goyal Rice Mill,Wheat,33.9,KG,345.0,Pending
MDM007891,2026-01-24,SCH0175,sharma & sons,Rice,33.9,KG,2252.0,Paid
MDM004517,2026-03-07,SCH0299,Sharma Traders,Pulses,36.3,KG,3267.0,Paid
MDM002351,2026-02-26,SCH0174,sharma & sons,Rice,33.9,KG,960.0,Paid
MDM000554,2026-03-18,SCH0150,Sharma Traders,sarson tel,33.9,KG,1794.0,Paid
MDM001398,2025-12-24,SCH0020,Kumar Supplies,Rice,33.9,KG,1794.0,Pending
MDM001385,2025-07-22,SCH0434,Singh Brothers,Rice,33.9,KG,1794.0,Cleared
MDM007285,2025-01-11,SCH0123,sharma & sons,Lentils,33.9,KG,5175.0,Cleared
MDM007765,2025-05-25,SCH0111,goyal mill,cooking oil,33.9,KG,1608.0,Paid
MDM005857,2025-08-04,SCH0256,goyal enterprises,oil,33.9,KG,2688.0,Due
MDM004904,2025-12-23,SCH0327,goyal mill,atta,33.9,KG,465.0,Cleared
MDM000298,2025-05-06,SCH0158,Singh Brothers,cooking oil,33.9,KG,1794.0,Cleared
MDM000444,2026-02-01,SCH0031,Sharma Traders,Wheat,57.1,KG,1713.0,Cleared
MDM010864,2025-03-11,SCH0380,kumar & co.,Rice,33.9,KG,1794.0,Cleared
MDM005216,2026-01-27,SCH0405,singh agro,oil,33.9,KG,1992.0,Pending
MDM009579,2025-07-21,SCH0346,goyal enterprises,oil,43.5,KG,1794.0,Paid
MDM010059,2025-08-24,SCH0013,Singh Brothers,Lentils,33.9,KG,1314.0,Due
MDM002078,2025-07-05,SCH0121,singh agro,Pulses,33.9,KG,4275.0,Paid
MDM007321,2026-01-31,SCH0038,Sharma Traders,Rice,44.7,KG,1794.0,Pending
MDM006018,2025-11-20,SCH0022,goyal enterprises,Wheat,33.9,KG,618.0,Paid
MDM004752,2025-09-24,SCH0115,kumar & co.,Pulses,32.7,KG,1794.0,Pending
MDM009871,2026-09-01,SCH0401,Goyal Rice Mill,Wheat,33.9,KG,1407.0,Pending
MDM002230,2025-05-22,SCH0559,Kumar Supplies,Wheat,33.9,KG,1641.0,Paid
MDM002843,2026-02-20,SCH0442,kumar & co.,Rice,33.9,KG,1794.0,Pending
MDM002538,2026-01-16,SCH0300,Sharma Traders,Lentils,33.9,KG,3294.0,Paid
MDM000195,2025-09-01,SCH0181,singh agro,Rice,33.9,KG,1008.0,Pending
MDM010246,2025-05-11,SCH0119,Singh Brothers,Lentils,33.9,KG,1794.0,Pending
MDM006637,2026-02-03,SCH0200,goyal mill,sarson tel,33.9,KG,2136.0,Paid
MDM007621,2025-07-31,SCH0202,Singh Brothers,Wheat,33.9,KG,543.0,Paid
MDM000818,2026-01-31,SCH0299,singh agro,Rice,45.3,KG,1812.0,Due
MDM003368,2025-10-14,SCH0241,singh agro,Rice,41.6,KG,1794.0,Cleared
MDM006891,2025-09-24,SCH0212,Sharma Traders,Rice,33.9,KG,592.0,Pending
MDM006554,2026-01-24,SCH0566,singh agro,sarson tel,26.8,KG,1794.0,Due
MDM002579,2026-01-13,SCH0577,goyal enterprises,sarson tel,34.6,KG,1794.0,Due
MDM001132,2026-02-18,SCH0063,Kumar Supplies,Wheat,33.9,KG,1266.0,Pending
MDM011080,2026-01-27,SCH0332,singh agro,Rice,33.9,KG,1204.0,Due
MDM005506,2026-03-22,SCH0556,Singh Brothers,atta,33.9,KG,426.0,Paid
MDM006855,2025-06-04,SCH0257,singh agro,Wheat,33.9,KG,1155.0,Paid
MDM006762,2025-08-28,SCH0169,goyal mill,mustard oil,16.7,KG,1794.0,Pending
MDM006919,2025-08-07,SCH0597,goyal mill,Rice,33.9,KG,1794.0,Paid
MDM011375,2026-02-15,SCH0224,sharma & sons,Wheat,33.9,KG,1794.0,Paid
MDM009552,2026-01-06,SCH0236,Kumar Supplies,Lentils,33.9,KG,1794.0,Pending
MDM000321,2025-10-29,SCH0563,Kumar Supplies,Lentils,48.5,KG,4365.0,Cleared
MDM001372,2026-03-03,SCH0520,Kumar Supplies,cooking oil,33.9,KG,1794.0,Cleared
MDM004043,2025-12-24,SCH0539,singh agro,Wheat,33.9,KG,1794.0,Pending
MDM007911,2025-07-05,SCH0575,sharma & sons,Wheat,33.9,KG,918.0,Paid
MDM009964,2025-07-01,SCH0300,Singh Brothers,Rice,33.9,KG,1794.0,Paid
MDM000908,2025-05-31,SCH0519,Kumar General Store,Pulses,14.7,KG,1323.0,Pending
MDM000306,2025-09-03,SCH0354,sharma & sons,Rice,33.9,KG,556.0,Paid
MDM003951,2025-08-17,SCH0358,Sharma Traders,Rice,33.9,KG,2052.0,Pending
MDM005530,2026-01-06,SCH0235,Singh Brothers,Rice,44.3,KG,1772.0,Paid
MDM007239,2025-12-13,SCH0361,Kumar Supplies,mustard oil,33.9,KG,7152.0,Paid
MDM010977,2025-10-11,SCH0255,Kumar General Store,sarson tel,57.2,KG,6864.0,Pending
MDM009870,2025-02-12,SCH0150,Kumar General Store,atta,33.9,KG,1698.0,Pending
MDM007636,2025-05-05,SCH0418,Kumar Supplies,mustard oil,33.9,KG,1794.0,Pending
MDM009309,2025-10-28,SCH0508,sharma & sons,Wheat,33.9,KG,333.0,Due
MDM009057,2025-10-08,SCH0323,sharma & sons,Lentils,33.9,KG,1794.0,Pending
MDM010374,2025-10-06,SCH0563,s. agro works,Rice,33.9,KG,1864.0,Due
MDM000927,2025-04-19,SCH0461,s. agro works,oil,33.9,KG,1464.0,Paid
MDM000245,2025-07-05,SCH0409,s. agro works,sarson tel,33.9,KG,1794.0,Paid
MDM009608,2025-12-27,SCH0513,Sharma Traders,Rice,16.7,KG,1794.0,Paid
MDM000016,2025-09-06,SCH0190,Singh Brothers,sarson tel,33.9,KG,4896.0,Paid
MDM000144,2025-05-09,SCH0583,Kumar General Store,mustard oil,33.9,KG,4956.0,Paid
MDM005984,2025-04-26,SCH0317,Kumar Supplies,cooking oil,33.9,KG,1932.0,Paid
MDM002364,2025-05-27,SCH0013,sharma & sons,sarson tel,33.9,KG,3204.0,Cleared
MDM009066,2025-11-24,SCH0325,Sharma Traders,Wheat,33.9,KG,789.0,Paid
MDM000130,2025-04-16,SCH0456,singh agro,cooking oil,33.9,KG,1308.0,Paid
MDM001162,2025-07-28,SCH0102,Kumar Supplies,sarson tel,33.9,KG,5640.0,Due
MDM009710,2025-12-27,SCH0429,Goyal Rice Mill,Rice,33.9,KG,956.0,Paid
MDM008170,2025-06-07,SCH0095,Goyal Rice Mill,Rice,33.9,KG,648.0,Due
MDM007164,2025-04-15,SCH0497,s. agro works,Wheat,33.9,KG,1794.0,Pending
MDM007730,2025-08-20,SCH0057,singh agro,Lentils,33.9,KG,2484.0,Paid
MDM005459,2025-09-16,SCH0411,goyal mill,Wheat,33.9,KG,1794.0,Pending
MDM007287,2025-06-28,SCH0215,s. agro works,Wheat,33.9,KG,1794.0,Paid
MDM005309,2026-01-15,SCH0366,s. agro works,Lentils,33.9,KG,4545.0,Pending
MDM001877,2025-09-01,SCH0427,s. agro works,Rice,33.9,KG,1072.0,Cleared
MDM002489,2025-11-20,SCH0546,sharma & sons,Wheat,33.9,KG,1794.0,Pending
MDM009902,2025-06-13,SCH0369,Sharma Traders,Lentils,20.6,KG,1794.0,Pending
MDM004480,2025-04-29,SCH0552,Sharma Traders,Rice,33.9,KG,1620.0,Cleared
MDM001183,2026-02-25,SCH0265,Sharma Traders,Wheat,33.9,KG,1512.0,Paid
MDM002526,2026-01-19,SCH0233,Goyal Rice Mill,oil,33.9,KG,1620.0,Paid
MDM008216,2026-03-11,SCH0583,Kumar Supplies,cooking oil,33.9,KG,1794.0,Pending
MDM001171,2026-02-02,SCH0390,Kumar General Store,Lentils,33.9,KG,4221.0,Paid
MDM010735,2026-01-01,SCH0577,Singh Brothers,cooking oil,33.9,KG,1794.0,Due
MDM002183,2025-11-04,SCH0231,Sharma Traders,cooking oil,33.9,KG,6108.0,Paid
MDM011796,2026-01-08,SCH0584,goyal mill,Wheat,33.9,KG,1158.0,Paid
MDM009288,2026-01-04,SCH0369,sharma & sons,Wheat,33.9,KG,1536.0,Pending
MDM006793,2025-11-28,SCH0174,kumar & co.,sarson tel,33.9,KG,2988.0,Pending
MDM009070,2025-07-20,SCH0581,Kumar Supplies,Rice,33.9,KG,1794.0,Pending
MDM011750,2025-08-06,SCH0040,goyal enterprises,sarson tel,33.9,KG,1794.0,Paid
MDM009619,2025-12-21,SCH0123,singh agro,Wheat,33.9,KG,1644.0,Pending
MDM003372,2026-03-05,SCH0534,Sharma Traders,Wheat,33.9,KG,1794.0,Paid
MDM010011,2025-05-17,SCH0141,Singh Brothers,Wheat,33.9,KG,1794.0,Paid
MDM001860,2026-01-18,SCH0284,Sharma Traders,Rice,33.9,KG,1320.0,Cleared
MDM007458,2025-11-28,SCH0196,sharma & sons,mustard oil,33.9,KG,1794.0,Due
MDM007329,2025-07-06,SCH0121,Sharma Traders,sarson tel,44.2,KG,5304.0,Paid
MDM008146,2025-08-09,SCH0362,Singh Brothers,Rice,33.9,KG,684.0,Paid
MDM006782,2025-11-25,SCH0444,singh agro,Rice,33.9,KG,1512.0,Pending
MDM001879,2026-01-08,SCH0505,Singh Brothers,Wheat,51.6,KG,1548.0,Paid
MDM007464,2025-10-07,SCH0028,Kumar General Store,cooking oil,33.9,KG,1794.0,Paid
MDM003589,2026-02-27,SCH0528,Sharma Traders,Wheat,33.9,KG,1794.0,Cleared
MDM008403,2026-02-08,SCH0312,s. agro works,Lentils,39.5,KG,3555.0,Cleared
MDM003122,2026-01-05,SCH0049,goyal mill,cooking oil,33.9,KG,6480.0,Pending
MDM000388,2026-01-26,SCH0554,goyal mill,Wheat,33.9,KG,300.0,Cleared
MDM001312,2025-12-11,SCH0355,Sharma Traders,Rice,33.9,KG,972.0,Cleared
MDM001033,2025-10-07,SCH0012,sharma & sons,Wheat,33.9,KG,705.0,Cleared
MDM006585,2025-11-23,SCH0011,goyal mill,Lentils,33.9,KG,5031.0,Paid
MDM010119,2026-03-09,SCH0261,Kumar Supplies,mustard oil,19.5,KG,2340.0,Paid
MDM006383,2026-02-02,SCH0206,kumar & co.,Rice,33.9,KG,1528.0,Due
MDM006726,2025-10-16,SCH0536,kumar & co.,Wheat,33.9,KG,1062.0,Pending
MDM004937,2025-06-19,SCH0376,goyal enterprises,Wheat,33.9,KG,1794.0,Cleared
MDM000932,2025-10-13,SCH0542,kumar & co.,Rice,33.9,KG,1192.0,Due
MDM008764,2026-02-27,SCH0137,Singh Brothers,Lentils,33.9,KG,5247.0,Pending
MDM004020,2025-05-01,SCH0017,Kumar General Store,Lentils,33.9,KG,3996.0,Paid
MDM000692,2025-10-22,SCH0044,goyal enterprises,Lentils,33.9,KG,4896.0,Due
MDM008497,2025-07-30,SCH0216,Kumar Supplies,Rice,49.7,KG,1988.0,Due
MDM005988,2025-11-27,SCH0451,goyal enterprises,cooking oil,33.9,KG,1212.0,Pending
MDM006365,2025-12-09,SCH0565,Sharma Traders,Rice,33.9,KG,852.0,Paid
MDM001910,2026-03-31,SCH0023,Kumar General Store,Lentils,33.9,KG,5067.0,Paid
MDM000830,2025-09-03,SCH0032,Kumar General Store,Pulses,33.9,KG,3420.0,Paid
MDM003499,2025-12-18,SCH0520,sharma & sons,Wheat,33.9,KG,666.0,Paid
MDM009409,2025-06-15,SCH0277,kumar & co.,Wheat,33.9,KG,1794.0,Paid
MDM002082,2025-10-11,SCH0303,singh agro,Lentils,33.9,KG,3951.0,Pending
MDM011003,2025-09-30,SCH0193,sharma & sons,Wheat,33.9,KG,594.0,Pending
MDM011665,2025-05-02,SCH0204,kumar & co.,Pulses,33.9,KG,4437.0,Due
MDM000045,2025-10-21,SCH0513,Goyal Rice Mill,atta,33.9,KG,1521.0,Pending
MDM003940,2026-01-16,SCH0096,s. agro works,Lentils,33.9,KG,4113.0,Paid
MDM011738,2025-09-15,SCH0496,s. agro works,sarson tel,33.9,KG,1920.0,Pending
MDM010395,2025-11-16,SCH0115,Sharma Traders,Pulses,33.9,KG,3213.0,Pending
MDM004320,2025-07-31,SCH0092,Kumar Supplies,Wheat,33.9,KG,1794.0,Pending
MDM002966,2025-10-05,SCH0327,s. agro works,cooking oil,33.9,KG,1794.0,Paid
MDM003970,2025-07-12,SCH0405,kumar & co.,Lentils,33.9,KG,4752.0,Pending
MDM001188,2026-01-25,SCH0099,goyal enterprises,sarson tel,33.9,KG,1794.0,Paid
MDM011058,2026-02-10,SCH0217,Sharma Traders,Lentils,33.9,KG,2313.0,Pending
MDM008754,2025-05-10,SCH0286,Sharma Traders,Lentils,33.9,KG,3384.0,Paid
MDM007105,2025-08-28,SCH0184,goyal mill,Wheat,33.9,KG,1536.0,Due
MDM009467,2025-10-16,SCH0468,Goyal Rice Mill,Lentils,33.9,KG,3915.0,Paid
MDM000285,2025-10-02,SCH0038,s. agro works,sarson tel,33.9,KG,1794.0,Pending
MDM010958,2025-07-01,SCH0141,goyal mill,Rice,33.9,KG,1794.0,Paid
MDM006309,2025-04-16,SCH0433,Goyal Rice Mill,Rice,53.6,KG,1794.0,Paid
MDM004160,2026-03-26,SCH0375,kumar & co.,Wheat,33.9,KG,912.0,Paid
MDM003093,2026-03-09,SCH0490,Sharma Traders,Lentils,33.9,KG,1794.0,Due
MDM010200,2026-02-02,SCH0271,Goyal Rice Mill,Rice,33.9,KG,1236.0,Pending
MDM004557,2025-09-07,SCH0112,Kumar General Store,Wheat,33.9,KG,1347.0,Cleared
MDM005556,2025-10-09,SCH0588,Goyal Rice Mill,Rice,33.9,KG,980.0,Pending
MDM007034,2026-01-15,SCH0113,goyal mill,Pulses,33.9,KG,5121.0,Cleared
MDM004324,2026-01-29,SCH0274,goyal mill,oil,33.9,KG,4404.0,Pending
MDM003983,2025-08-18,SCH0269,Sharma Traders,Rice,33.9,KG,1052.0,Cleared
MDM009080,2025-12-21,SCH0221,sharma & sons,Lentils,33.9,KG,2853.0,Pending
MDM006941,2025-08-29,SCH0438,goyal enterprises,Lentils,33.9,KG,3330.0,Pending
MDM003365,2025-10-24,SCH0135,kumar & co.,Rice,19.8,KG,792.0,Paid
MDM001405,2026-02-27,SCH0017,sharma & sons,mustard oil,33.9,KG,1794.0,Paid
MDM003196,2025-04-20,SCH0339,Singh Brothers,Lentils,53.3,KG,4797.0,Paid
MDM009428,2025-10-08,SCH0230,singh agro,Lentils,33.9,KG,1794.0,Paid
MDM010769,2025-05-31,SCH0017,Sharma Traders,Pulses,33.9,KG,1794.0,Paid
MDM000970,2026-03-27,SCH0508,sharma & sons,Wheat,33.9,KG,945.0,Due
MDM010779,2026-03-17,SCH0448,s. agro works,Wheat,33.9,KG,735.0,Paid
MDM006544,2025-10-26,SCH0030,Kumar General Store,oil,29.6,KG,3552.0,Pending
MDM003735,2025-04-27,SCH0158,Singh Brothers,Rice,33.9,KG,2220.0,Pending
MDM000926,2025-07-29,SCH0412,Kumar Supplies,Lentils,33.9,KG,2151.0,Cleared
MDM011737,2025-10-01,SCH0141,s. agro works,Pulses,33.9,KG,4338.0,Paid
MDM008974,2025-08-13,SCH0268,Goyal Rice Mill,sarson tel,31.5,KG,3780.0,Pending
MDM004726,2026-01-01,SCH0021,kumar & co.,oil,33.9,KG,1794.0,Pending
MDM002844,2025-07-03,SCH0137,goyal enterprises,Lentils,33.9,KG,5103.0,Paid
MDM002852,2025-09-28,SCH0342,Singh Brothers,Lentils,33.9,KG,5391.0,Pending
MDM010459,2025-08-23,SCH0230,Sharma Traders,Rice,33.9,KG,2240.0,Paid
MDM011437,2025-06-25,SCH0414,Kumar General Store,Rice,17.6,KG,704.0,Pending
MDM005957,2026-03-06,SCH0400,Kumar General Store,sarson tel,30.1,KG,1794.0,Paid
MDM000520,2025-07-26,SCH0218,s. agro works,Rice,56.5,KG,2260.0,Due
MDM011546,2026-02-24,SCH0500,kumar & co.,oil,33.9,KG,6504.0,Cleared
MDM009869,2025-06-23,SCH0405,Kumar Supplies,sarson tel,33.9,KG,1794.0,Paid
MDM004472,2026-01-21,SCH0450,kumar & co.,Rice,33.9,KG,1428.0,Paid
MDM007906,2025-08-06,SCH0493,sharma & sons,Rice,33.9,KG,2272.0,Paid
MDM004349,2025-12-27,SCH0053,singh agro,atta,33.9,KG,780.0,Paid
MDM011087,2025-05-27,SCH0183,Goyal Rice Mill,Lentils,33.9,KG,5346.0,Due
MDM009927,2025-04-07,SCH0375,Kumar General Store,Lentils,58.7,KG,5283.0,Paid
MDM003627,2025-10-15,SCH0081,sharma & sons,Wheat,33.9,KG,675.0,Cleared
MDM001790,2025-05-27,SCH0599,s. agro works,cooking oil,33.9,KG,4896.0,Pending
MDM011210,2025-05-12,SCH0116,s. agro works,atta,33.9,KG,480.0,Due
MDM002060,2026-01-01,SCH0424,singh agro,Rice,33.9,KG,1794.0,Due
MDM010931,2025-11-05,SCH0446,sharma & sons,atta,33.9,KG,1794.0,Paid
MDM007256,2026-03-28,SCH0059,goyal mill,Lentils,33.9,KG,2160.0,Pending
MDM004014,2025-12-29,SCH0341,sharma & sons,sarson tel,33.9,KG,4536.0,Paid
MDM006007,2025-08-03,SCH0313,Sharma Traders,mustard oil,33.9,KG,4380.0,Pending
MDM001903,2025-06-02,SCH0514,kumar & co.,Rice,33.9,KG,1696.0,Pending
MDM010710,2025-07-22,SCH0527,s. agro works,Wheat,33.9,KG,1794.0,Paid
MDM006216,2025-07-13,SCH0031,Kumar Supplies,Lentils,33.9,KG,1794.0,Pending
MDM004687,2025-09-30,SCH0291,goyal enterprises,Wheat,33.9,KG,1794.0,Paid
MDM009296,2025-11-19,SCH0197,Kumar Supplies,Rice,33.9,KG,1000.0,Pending
MDM004923,2026-01-25,SCH0487,Sharma Traders,Wheat,33.9,KG,1743.0,Paid
MDM006786,2026-03-31,SCH0255,goyal enterprises,Wheat,33.9,KG,315.0,Due
MDM008022,2025-07-15,SCH0386,goyal mill,cooking oil,33.9,KG,2616.0,Due
MDM008023,2026-02-06,SCH0544,Goyal Rice Mill,atta,33.9,KG,408.0,Paid
MDM009308,2025-08-03,SCH0202,s. agro works,mustard oil,33.9,KG,1794.0,Paid
MDM000076,2025-06-03,SCH0496,Singh Brothers,oil,33.9,KG,6660.0,Paid
MDM002346,2025-09-10,SCH0150,Goyal Rice Mill,Rice,34.7,KG,1388.0,Cleared
MDM006448,2025-12-05,SCH0314,singh agro,Rice,20.7,KG,1794.0,Due
MDM008303,2025-05-07,SCH0255,goyal enterprises,Wheat,33.9,KG,1200.0,Pending
MDM000431,2025-06-18,SCH0537,Singh Brothers,cooking oil,33.9,KG,3840.0,Paid
MDM004587,2025-06-24,SCH0508,Goyal Rice Mill,Wheat,33.9,KG,1794.0,Paid
MDM005484,2025-04-04,SCH0345,goyal mill,Rice,33.9,KG,568.0,Paid
MDM007713,2026-03-30,SCH0169,goyal enterprises,Rice,33.9,KG,1616.0,Due
MDM006406,2025-05-21,SCH0364,Kumar Supplies,Rice,33.9,KG,1794.0,Cleared
MDM011892,2025-12-04,SCH0529,Singh Brothers,sarson tel,14.5,KG,1740.0,Pending
MDM007732,2026-03-30,SCH0146,sharma & sons,Wheat,13.9,KG,1794.0,Pending
MDM007221,2025-08-15,SCH0548,s. agro works,Rice,33.9,KG,1794.0,Pending
MDM010078,2025-11-28,SCH0187,goyal mill,Wheat,33.9,KG,1794.0,Paid
MDM010384,2026-01-17,SCH0034,Goyal Rice Mill,mustard oil,33.9,KG,3804.0,Paid
MDM001554,2026-01-06,SCH0491,singh agro,Pulses,33.9,KG,1794.0,Paid
MDM005875,2025-04-29,SCH0180,goyal mill,Rice,33.9,KG,1794.0,Paid
MDM000241,2025-09-16,SCH0138,Singh Brothers,Rice,33.9,KG,1552.0,Pending
MDM000784,2025-09-15,SCH0073,Kumar Supplies,Rice,33.9,KG,1428.0,Paid
MDM010275,2025-11-15,SCH0532,goyal mill,Rice,33.9,KG,640.0,Paid
MDM003067,2025-04-17,SCH0164,goyal enterprises,Wheat,33.9,KG,1794.0,Paid
MDM000978,2025-10-16,SCH0361,Kumar Supplies,Wheat,33.9,KG,1794.0,Pending
MDM004906,2025-09-10,SCH0036,Singh Brothers,Rice,18.6,KG,744.0,Cleared
MDM006265,2026-03-30,SCH0212,Singh Brothers,Rice,33.9,KG,768.0,Pending
MDM006988,2025-09-08,SCH0273,Sharma Traders,cooking oil,33.9,KG,1794.0,Pending
MDM009258,2026-03-23,SCH0028,singh agro,Lentils,33.9,KG,1794.0,Paid
MDM005696,2025-12-30,SCH0456,sharma & sons,Rice,33.9,KG,1794.0,Due
MDM002942,2025-09-29,SCH0436,singh agro,Rice,33.9,KG,1872.0,Pending
MDM011327,2025-11-21,SCH0421,Sharma Traders,Wheat,50.1,KG,1794.0,Cleared
MDM010202,2025-06-25,SCH0104,Sharma Traders,Lentils,33.9,KG,1116.0,Due
MDM007384,2026-03-12,SCH0510,Sharma Traders,sarson tel,20.8,KG,1794.0,Paid
MDM008281,2025-07-10,SCH0588,s. agro works,Rice,33.9,KG,2372.0,Pending
MDM008258,2025-12-16,SCH0087,Kumar Supplies,atta,33.9,KG,717.0,Cleared
MDM009963,2026-02-23,SCH0227,singh agro,Rice,33.9,KG,404.0,Pending
MDM001621,2025-12-23,SCH0544,goyal mill,cooking oil,33.9,KG,3948.0,Pending
MDM005643,2025-12-29,SCH0326,sharma & sons,Lentils,33.9,KG,1188.0,Due
MDM002147,2025-08-15,SCH0100,goyal enterprises,cooking oil,18.8,KG,1794.0,Pending
MDM001802,2025-11-02,SCH0264,Singh Brothers,cooking oil,33.9,KG,1548.0,Paid
MDM002096,2025-05-22,SCH0253,goyal mill,Rice,43.6,KG,1794.0,Due
MDM009091,2025-04-19,SCH0576,goyal enterprises,Rice,33.9,KG,2028.0,Paid
MDM008061,2025-10-07,SCH0132,Sharma Traders,Wheat,33.9,KG,1794.0,Paid
MDM001358,2025-07-30,SCH0508,sharma & sons,Wheat,33.9,KG,1653.0,Pending
MDM010024,2026-03-09,SCH0267,s. agro works,cooking oil,33.9,KG,2580.0,Due
MDM006783,2026-03-01,SCH0322,Sharma Traders,Rice,33.9,KG,2284.0,Paid
MDM010325,2025-05-09,SCH0166,Singh Brothers,atta,37.2,KG,1794.0,Pending
MDM011947,2025-12-14,SCH0217,sharma & sons,Rice,33.9,KG,2148.0,Paid
MDM009487,2026-02-14,SCH0531,Singh Brothers,Rice,33.9,KG,484.0,Due
MDM003566,2025-10-22,SCH0341,goyal mill,Wheat,33.9,KG,1794.0,Due
MDM009718,2025-12-14,SCH0333,Kumar Supplies,oil,33.9,KG,1794.0,Due
MDM010841,2025-05-13,SCH0002,kumar & co.,Wheat,29.5,KG,885.0,Due
MDM008277,2025-12-29,SCH0468,Sharma Traders,Wheat,33.9,KG,681.0,Cleared
MDM001610,2025-10-14,SCH0297,Goyal Rice Mill,atta,33.9,KG,1323.0,Due
MDM003097,2025-09-27,SCH0249,kumar & co.,Rice,33.9,KG,1532.0,Paid
MDM004591,2026-03-21,SCH0446,Kumar General Store,Wheat,33.9,KG,1467.0,Due
MDM002416,2025-09-27,SCH0018,sharma & sons,Wheat,33.9,KG,1488.0,Paid
MDM002018,2025-07-30,SCH0408,Singh Brothers,Wheat,33.9,KG,738.0,Pending
MDM002972,2026-03-08,SCH0154,Singh Brothers,Rice,33.9,KG,2144.0,Paid
MDM006425,2026-01-21,SCH0374,Kumar General Store,Rice,33.9,KG,1794.0,Paid
