record_id,grade,total_students,present_students,marked_by,attendance_count_anomaly,attendance_rate,date,day_of_week,is_sunday,proxy_attendance_flag,school_id,teacher_present
ATT0017598,4,54,51,,False,94.44444444444444,2025-05-15,Thursday,False,False,SCH0270,1.0
ATT0016232,9,126,80,Headmaster,False,63.49206349206349,2025-06-26,Thursday,False,False,SCH0540,1.0
ATT0005898,3,142,131,Admin,False,92.25352112676056,2025-12-30,Tuesday,False,False,SCH0314,1.0
ATT0018622,5,115,115,Clerk,False,100.0,2025-11-16,Sunday,True,True,SCH0423,1.0
ATT0003964,9,182,194,Clerk,True,106.5934065934066,2025-05-02,Friday,False,False,SCH0128,1.0
ATT0003938,2,282,292,Clerk,True,103.54609929078013,2026-02-26,Thursday,False,False,SCH0368,1.0
ATT0016815,2,54,73,Class Teacher,True,135.1851851851852,2025-05-14,Wednesday,False,False,SCH0597,0.0
ATT0001111,2,280,210,Headmaster,False,75.0,2025-09-27,Saturday,False,False,SCH0401,
ATT0004415,8,202,142,Admin,False,70.29702970297029,2025-11-16,Sunday,True,False,SCH0575,1.0
ATT0019402,5,134,87,Class Teacher,False,64.92537313432835,2025-04-07,Monday,False,False,SCH0419,1.0
ATT0013293,3,272,236,Clerk,False,86.76470588235294,2025-02-07,Friday,False,False,SCH0339,1.0
ATT0019839,8,89,69,Class Teacher,False,77.52808988764045,2026-01-06,Tuesday,False,False,SCH0426,1.0
ATT0018938,1,112,107,Clerk,False,95.53571428571429,2026-03-15,Sunday,True,False,SCH0274,1.0
ATT0003147,4,291,191,Class Teacher,False,65.63573883161511,2025-12-10,Wednesday,False,False,SCH0024,1.0
ATT0001378,2,52,37,,False,71.15384615384616,2025-12-03,Wednesday,False,False,SCH0425,0.0
ATT0017939,2,259,167,Clerk,False,64.47876447876449,2025-09-09,Tuesday,False,False,SCH0437,1.0
ATT0007508,9,155,147,,False,94.83870967741936,2025-11-16,Sunday,True,False,SCH0415,1.0
ATT0000145,8,85,51,Admin,False,60.0,2025-08-01,Friday,False,False,SCH0562,1.0
ATT0006193,3,70,46,Headmaster,False,65.71428571428571,2026-12-02,Wednesday,False,False,SCH0175,0.0
ATT0003515,8,101,81,Admin,False,80.19801980198021,2025-11-21,Friday,False,False,SCH0159,1.0
ATT0016095,5,262,172,Class Teacher,False,65.64885496183206,2025-11-06,Thursday,False,False,SCH0378,
ATT0007273,4,106,75,Headmaster,False,70.75471698113208,2025-08-14,Thursday,False,False,SCH0570,1.0
ATT0006072,2,103,95,Headmaster,False,92.23300970873787,2025-08-20,Wednesday,False,False,SCH0157,1.0
ATT0014169,1,210,182,Class Teacher,False,86.66666666666667,2026-02-09,Monday,False,False,SCH0013,0.0
ATT0016294,3,300,291,,False,97.0,2025-04-21,Monday,False,False,SCH0123,1.0
ATT0011254,4,206,206,Admin,False,100.0,2025-06-29,Sunday,True,True,SCH0344,1.0
ATT0014669,2,183,125,Headmaster,False,68.30601092896174,2026-01-30,Friday,False,False,SCH0434,1.0
ATT0018180,1,81,99,Headmaster,True,122.22222222222223,2026-02-02,Monday,False,False,SCH0195,1.0
ATT0001831,6,103,83,,False,80.58252427184466,2025-04-08,Tuesday,False,False,SCH0027,
ATT0009692,2,99,86,Admin,False,86.86868686868688,2026-02-28,Saturday,False,False,SCH0536,1.0
ATT0004182,5,279,260,Admin,False,93.1899641577061,2025-02-09,Sunday,True,False,SCH0333,0.0
ATT0017877,8,103,85,Clerk,False,82.52427184466019,2025-12-10,Wednesday,False,False,SCH0007,
ATT0009412,2,54,34,Class Teacher,False,62.96296296296296,2025-11-20,Thursday,False,False,SCH0307,1.0
ATT0011784,2,228,212,Headmaster,False,92.98245614035088,2025-10-12,Sunday,True,False,SCH0267,
ATT0005958,2,286,176,,False,61.53846153846154,2025-06-10,Tuesday,False,False,SCH0265,
ATT0009967,1,241,189,Clerk,False,78.42323651452283,2025-09-19,Friday,False,False,SCH0353,1.0
ATT0017897,10,44,44,,False,100.0,2026-02-22,Sunday,True,True,SCH0528,1.0
ATT0012251,10,130,98,Headmaster,False,75.38461538461539,2025-07-15,Tuesday,False,False,SCH0317,1.0
ATT0001056,4,265,222,Class Teacher,False,83.77358490566039,2026-01-27,Tuesday,False,False,SCH0345,1.0
,1,268,213,Clerk,False,79.47761194029852,2025-05-06,Tuesday,False,False,SCH0110,1.0
ATT0000595,3,252,202,Clerk,False,80.15873015873017,2025-11-30,Sunday,True,False,SCH0517,1.0
ATT0010979,5,225,169,Headmaster,False,75.1111111111111,2025-05-26,Monday,False,False,SCH0451,1.0
ATT0001526,1,83,60,Admin,False,72.28915662650603,2025-07-15,Tuesday,False,False,SCH0107,
ATT0012037,4,279,235,,False,84.22939068100358,2026-07-03,Friday,False,False,SCH0291,0.0
ATT0005825,5,116,107,Admin,False,92.24137931034483,2026-02-06,Friday,False,False,SCH0128,1.0
ATT0005155,7,291,221,,False,75.94501718213058,2026-12-01,Tuesday,False,False,SCH0468,1.0
ATT0010480,7,145,120,Headmaster,False,82.75862068965517,2025-06-09,Monday,False,False,SCH0514,1.0
ATT0011379,1,47,36,,False,76.59574468085107,2025-11-27,Thursday,False,False,SCH0152,1.0
ATT0016668,6,272,238,Headmaster,False,87.5,2026-01-29,Thursday,False,False,SCH0463,0.0
ATT0017632,6,188,176,,False,93.61702127659575,2025-09-08,Monday,False,False,SCH0044,1.0
ATT0011513,10,275,255,Headmaster,False,92.72727272727272,2026-01-13,Tuesday,False,False,SCH0175,1.0
,9,276,223,Headmaster,False,80.79710144927536,2025-12-30,Tuesday,False,False,SCH0301,1.0
ATT0007825,10,214,199,Admin,False,92.99065420560748,2025-03-10,Monday,False,False,SCH0080,1.0
ATT0018311,5,95,87,Clerk,False,91.57894736842105,2025-10-07,Tuesday,False,False,SCH0136,1.0
ATT0016118,10,264,235,Admin,False,89.01515151515152,2025-04-23,Wednesday,False,False,SCH0034,1.0
ATT0007000,6,59,41,Clerk,False,69.49152542372882,2025-10-09,Thursday,False,False,SCH0321,1.0
ATT0000082,8,252,167,Headmaster,False,66.26984126984127,2025-10-27,Monday,False,False,SCH0355,
ATT0007043,3,140,89,,False,63.57142857142857,2025-05-06,Tuesday,False,False,SCH0395,0.0
ATT0010038,4,296,195,Admin,False,65.87837837837837,2025-08-14,Thursday,False,False,SCH0371,1.0
ATT0008725,4,248,188,Admin,False,75.80645161290323,2025-04-18,Friday,False,False,SCH0134,1.0
ATT0000959,2,157,157,,False,100.0,2025-10-29,Wednesday,False,False,SCH0190,1.0
ATT0008665,5,288,203,Admin,False,70.48611111111111,2025-09-05,Friday,False,False,SCH0434,1.0
ATT0006610,2,216,142,Clerk,False,65.74074074074075,2025-06-24,Tuesday,False,False,SCH0374,1.0
ATT0006027,1,52,35,Admin,False,67.3076923076923,2025-09-23,Tuesday,False,False,SCH0407,1.0
ATT0011098,4,288,274,Headmaster,False,95.13888888888889,2025-11-26,Wednesday,False,False,SCH0370,1.0
ATT0007239,5,92,92,,False,100.0,2025-05-10,Saturday,False,False,SCH0110,1.0
ATT0015509,5,243,243,Headmaster,False,100.0,2025-08-10,Sunday,True,True,SCH0204,1.0
ATT0016594,10,149,92,Clerk,False,61.74496644295302,2025-09-22,Monday,False,False,SCH0201,1.0
,6,216,198,Admin,False,91.66666666666666,2025-07-12,Saturday,False,False,SCH0165,0.0
ATT0004404,4,50,45,Admin,False,90.0,2025-09-20,Saturday,False,False,SCH0199,1.0
ATT0016130,4,113,89,Headmaster,False,78.76106194690266,2025-10-08,Wednesday,False,False,SCH0189,1.0
ATT0018701,5,129,138,Admin,True,106.9767441860465,2025-07-07,Monday,False,False,SCH0466,1.0
ATT0004512,6,219,164,Admin,False,74.88584474885845,2025-05-26,Monday,False,False,SCH0358,1.0
ATT0001667,5,196,196,Headmaster,False,100.0,2025-05-18,Sunday,True,True,SCH0046,1.0
ATT0006858,1,41,39,Clerk,False,95.1219512195122,2025-09-15,Monday,False,False,SCH0272,1.0
ATT0005354,9,249,174,Headmaster,False,69.87951807228916,2025-08-05,Tuesday,False,False,SCH0311,1.0
ATT0004588,6,292,179,Headmaster,False,61.3013698630137,2025-11-17,Monday,False,False,SCH0077,1.0
ATT0017141,4,205,174,,False,84.8780487804878,2025-12-17,Wednesday,False,False,SCH0255,1.0
ATT0016533,3,47,57,Clerk,True,121.27659574468086,2025-12-24,Wednesday,False,False,SCH0348,1.0
ATT0013915,4,146,110,Class Teacher,False,75.34246575342466,2026-02-17,Tuesday,False,False,SCH0378,1.0
ATT0017719,7,95,85,Headmaster,False,89.47368421052632,2025-11-20,Thursday,False,False,SCH0044,1.0
ATT0012293,2,136,128,Headmaster,False,94.11764705882352,2025-07-25,Friday,False,False,SCH0266,1.0
ATT0003725,8,235,220,Clerk,False,93.61702127659575,2026-10-03,Saturday,False,False,SCH0174,1.0
ATT0001265,4,141,137,Headmaster,False,97.16312056737588,2025-10-19,Sunday,True,False,SCH0287,1.0
ATT0004868,5,198,164,Admin,False,82.82828282828282,2026-06-03,Wednesday,False,False,SCH0349,0.0
ATT0013485,10,124,82,Headmaster,False,66.12903225806451,2026-01-03,Saturday,False,False,SCH0369,1.0
ATT0007256,5,275,182,Admin,False,66.18181818181819,2025-10-22,Wednesday,False,False,SCH0592,1.0
ATT0014419,3,243,190,Headmaster,False,78.18930041152264,2025-11-06,Thursday,False,False,SCH0446,1.0
ATT0010621,2,95,63,Admin,False,66.3157894736842,2025-05-08,Thursday,False,False,SCH0378,1.0
ATT0018863,7,45,45,Admin,False,100.0,2026-02-22,Sunday,True,True,SCH0307,1.0
ATT0004375,3,87,74,Class Teacher,False,85.0574712643678,2025-05-16,Friday,False,False,SCH0141,0.0
ATT0009465,1,262,161,Clerk,False,61.45038167938931,2025-08-23,Saturday,False,False,SCH0571,1.0
ATT0004088,7,101,89,Class Teacher,False,88.11881188118812,2025-12-09,Tuesday,False,False,SCH0444,1.0
ATT0008465,5,72,57,Class Teacher,False,79.16666666666666,2025-05-13,Tuesday,False,False,SCH0473,0.0
ATT0017901,10,51,43,Headmaster,False,84.31372549019608,2025-12-20,Saturday,False,False,SCH0130,1.0
,8,254,245,Class Teacher,False,96.45669291338582,2025-11-28,Friday,False,False,SCH0072,1.0
ATT0016931,9,188,127,,False,67.5531914893617,2025-04-02,Wednesday,False,False,SCH0171,0.0
ATT0007417,4,264,164,Headmaster,False,62.121212121212125,2025-10-22,Wednesday,False,False,SCH0381,1.0
ATT0018259,7,263,241,,False,91.63498098859316,2026-03-11,Wednesday,False,False,SCH0286,0.0
ATT0019596,3,91,57,Clerk,False,62.637362637362635,2025-12-26,Friday,False,False,SCH0475,1.0
ATT0013574,2,48,45,Admin,False,93.75,2025-09-13,Saturday,False,False,SCH0462,1.0
ATT0016825,1,154,132,Admin,False,85.71428571428571,2025-06-14,Saturday,False,False,SCH0385,
ATT0002530,3,292,242,Class Teacher,False,82.87671232876713,2026-02-25,Wednesday,False,False,SCH0055,1.0
ATT0016204,7,216,191,Clerk,False,88.42592592592592,2025-12-25,Thursday,False,False,SCH0324,1.0
ATT0008105,6,274,203,Headmaster,False,74.08759124087592,2025-07-05,Saturday,False,False,SCH0128,1.0
ATT0006923,3,87,59,Class Teacher,False,67.81609195402298,2026-01-19,Monday,False,False,SCH0419,0.0
ATT0008908,1,227,212,Class Teacher,False,93.3920704845815,2025-10-01,Wednesday,False,False,SCH0114,1.0
ATT0000661,1,197,134,Class Teacher,False,68.02030456852792,2025-10-27,Monday,False,False,SCH0280,1.0
ATT0012438,4,267,225,Clerk,False,84.26966292134831,2025-05-07,Wednesday,False,False,SCH0244,1.0
ATT0008745,10,48,29,,False,60.416666666666664,2025-08-31,Sunday,True,False,SCH0248,1.0
ATT0001119,5,69,48,Admin,False,69.56521739130434,2025-06-29,Sunday,True,False,SCH0101,
ATT0001288,7,287,280,,False,97.5609756097561,2025-03-09,Sunday,True,False,SCH0379,0.0
ATT0006205,5,147,142,,False,96.5986394557823,2025-08-06,Wednesday,False,False,SCH0125,1.0
ATT0007359,3,236,164,Headmaster,False,69.49152542372882,2026-03-16,Monday,False,False,SCH0391,1.0
ATT0002317,5,298,248,Clerk,False,83.22147651006712,2025-10-23,Thursday,False,False,SCH0438,1.0
ATT0001418,10,105,93,Headmaster,False,88.57142857142857,2025-12-30,Tuesday,False,False,SCH0152,1.0
ATT0010565,10,166,137,Headmaster,False,82.53012048192771,2025-10-18,Saturday,False,False,SCH0590,0.0
ATT0000008,7,127,79,Headmaster,False,62.20472440944882,2026-01-19,Monday,False,False,SCH0173,1.0
ATT0011851,10,122,100,Class Teacher,False,81.9672131147541,2025-11-08,Saturday,False,False,SCH0392,0.0
ATT0000995,5,52,42,Admin,False,80.76923076923077,2025-04-04,Friday,False,False,SCH0466,1.0
ATT0012080,10,250,150,Headmaster,False,60.0,2025-12-27,Saturday,False,False,SCH0469,0.0
ATT0004293,3,129,94,Class Teacher,False,72.86821705426357,2025-09-07,Sunday,True,False,SCH0449,1.0
ATT0014916,1,289,253,Clerk,False,87.5432525951557,2025-08-27,Wednesday,False,False,SCH0074,1.0
ATT0019403,2,247,207,Admin,False,83.80566801619433,2025-11-10,Monday,False,False,SCH0235,
ATT0002410,6,225,211,Clerk,False,93.77777777777779,2025-06-11,Wednesday,False,False,SCH0078,1.0
ATT0000297,3,196,177,Admin,False,90.3061224489796,2025-06-29,Sunday,True,False,SCH0402,1.0
ATT0001865,4,99,88,Headmaster,False,88.88888888888889,2025-08-14,Thursday,False,False,SCH0112,1.0
ATT0015833,7,84,76,Class Teacher,False,90.47619047619048,2025-09-15,Monday,False,False,SCH0345,1.0
ATT0011325,3,183,175,Admin,False,95.62841530054644,2026-07-01,Wednesday,False,False,SCH0446,1.0
ATT0017870,2,88,71,Headmaster,False,80.68181818181817,2026-02-19,Thursday,False,False,SCH0394,1.0
ATT0014855,1,273,178,Headmaster,False,65.2014652014652,2025-05-03,Saturday,False,False,SCH0433,1.0
ATT0019919,10,86,51,Clerk,False,59.30232558139535,2025-08-08,Friday,False,False,SCH0363,1.0
ATT0001146,5,54,33,Admin,False,61.111111111111114,2026-03-03,Tuesday,False,False,SCH0560,1.0
ATT0005790,6,157,95,Admin,False,60.509554140127385,2026-03-18,Wednesday,False,False,SCH0104,1.0
ATT0019668,6,93,87,Clerk,False,93.54838709677419,2025-08-14,Thursday,False,False,SCH0593,1.0
ATT0015915,1,70,63,Class Teacher,False,90.0,2025-07-08,Tuesday,False,False,SCH0478,0.0
ATT0013817,5,132,83,Admin,False,62.878787878787875,2026-02-11,Wednesday,False,False,SCH0354,1.0
ATT0018096,3,295,295,Class Teacher,False,100.0,2025-06-15,Sunday,True,True,SCH0458,1.0
ATT0017228,1,213,213,Headmaster,False,100.0,2025-10-20,Monday,False,False,SCH0137,1.0
ATT0011370,7,247,159,,False,64.37246963562752,2025-11-08,Saturday,False,False,SCH0411,1.0
ATT0003613,10,130,109,,False,83.84615384615385,2026-01-21,Wednesday,False,False,SCH0151,0.0
ATT0016585,1,243,200,,False,82.3045267489712,2025-04-11,Friday,False,False,SCH0096,1.0
ATT0012270,5,189,164,,False,86.77248677248677,2025-08-30,Saturday,False,False,SCH0587,1.0
ATT0010664,3,300,220,,False,73.33333333333333,2025-11-19,Wednesday,False,False,SCH0585,1.0
ATT0013865,7,213,141,Headmaster,False,66.19718309859155,2025-10-13,Monday,False,False,SCH0147,1.0
ATT0009856,9,235,148,Clerk,False,62.97872340425532,2026-03-28,Saturday,False,False,SCH0360,0.0
ATT0011947,7,129,88,Class Teacher,False,68.21705426356588,2025-11-21,Friday,False,False,SCH0084,1.0
ATT0016928,3,151,119,,False,78.80794701986756,2025-12-04,Thursday,False,False,SCH0191,1.0
ATT0012441,3,124,111,Clerk,False,89.51612903225806,2025-06-26,Thursday,False,False,SCH0559,1.0
ATT0008382,2,44,34,Class Teacher,False,77.27272727272727,2025-10-30,Thursday,False,False,SCH0417,
ATT0010258,5,224,215,,False,95.98214285714286,2025-02-07,Friday,False,False,SCH0223,1.0
ATT0000478,4,175,136,,False,77.71428571428571,2025-07-22,Tuesday,False,False,SCH0303,1.0
ATT0018301,8,257,195,Admin,False,75.87548638132296,2025-07-12,Saturday,False,False,SCH0560,1.0
ATT0010209,5,290,274,Admin,False,94.48275862068965,2025-11-26,Wednesday,False,False,SCH0223,1.0
ATT0004191,2,40,31,Headmaster,False,77.5,2026-02-05,Thursday,False,False,SCH0074,
ATT0018858,10,47,61,Headmaster,True,129.7872340425532,2025-10-29,Wednesday,False,False,SCH0581,1.0
ATT0016409,2,139,105,Headmaster,False,75.53956834532374,2025-11-25,Tuesday,False,False,SCH0235,
ATT0017513,1,177,132,Headmaster,False,74.57627118644068,2025-01-07,Tuesday,False,False,SCH0020,0.0
ATT0018066,9,61,50,Headmaster,False,81.9672131147541,2026-01-01,Thursday,False,False,SCH0276,1.0
ATT0012309,5,110,66,Admin,False,60.0,2025-08-21,Thursday,False,False,SCH0431,1.0
ATT0017899,5,133,92,Headmaster,False,69.17293233082707,2026-02-15,Sunday,True,False,SCH0054,1.0
ATT0000659,7,146,139,Class Teacher,False,95.2054794520548,2025-04-06,Sunday,True,False,SCH0515,1.0
ATT0002724,3,70,64,Admin,False,91.42857142857143,2025-12-04,Thursday,False,False,SCH0479,1.0
ATT0001794,6,298,216,Admin,False,72.48322147651007,2025-05-13,Tuesday,False,False,SCH0419,1.0
ATT0018970,1,57,71,,True,124.56140350877195,2025-03-11,Tuesday,False,False,SCH0014,1.0
ATT0011761,10,94,64,Headmaster,False,68.08510638297872,2026-03-09,Monday,False,False,SCH0044,
ATT0005431,4,177,177,Class Teacher,False,100.0,2025-06-01,Sunday,True,True,SCH0192,1.0
ATT0013578,8,238,214,Class Teacher,False,89.91596638655463,2025-11-04,Tuesday,False,False,SCH0405,1.0
ATT0000494,8,204,175,Clerk,False,85.7843137254902,2025-06-17,Tuesday,False,False,SCH0332,1.0
ATT0004254,1,252,210,Clerk,False,83.33333333333334,2025-10-25,Saturday,False,False,SCH0183,0.0
ATT0019995,8,219,209,Admin,False,95.4337899543379,2025-04-23,Wednesday,False,False,SCH0424,1.0
ATT0001464,2,91,60,Clerk,False,65.93406593406593,2025-05-22,Thursday,False,False,SCH0043,1.0
ATT0016047,6,228,146,Headmaster,False,64.03508771929825,2025-11-11,Tuesday,False,False,SCH0321,0.0
ATT0015441,7,296,219,,False,73.98648648648648,2025-03-11,Tuesday,False,False,SCH0222,1.0
,6,258,191,Headmaster,False,74.03100775193798,2026-01-18,Sunday,True,False,SCH0526,1.0
ATT0002288,9,167,130,Clerk,False,77.84431137724552,2025-06-15,Sunday,True,False,SCH0395,1.0
ATT0019696,9,183,130,Headmaster,False,71.03825136612022,2025-07-19,Saturday,False,False,SCH0434,1.0
ATT0014865,7,175,133,Class Teacher,False,76.0,2026-02-09,Monday,False,False,SCH0225,1.0
ATT0009158,7,178,173,Class Teacher,False,97.19101123595506,2025-05-17,Saturday,False,False,SCH0459,1.0
ATT0000445,5,79,54,Clerk,False,68.35443037974683,2026-03-03,Tuesday,False,False,SCH0600,1.0
ATT0008631,2,71,59,Headmaster,False,83.09859154929578,2025-07-01,Tuesday,False,False,SCH0129,
ATT0000673,9,58,40,Class Teacher,False,68.96551724137932,2025-12-10,Wednesday,False,False,SCH0403,1.0
ATT0014966,6,226,196,Admin,False,86.72566371681415,2025-04-09,Wednesday,False,False,SCH0192,1.0
ATT0016110,4,215,179,Clerk,False,83.25581395348837,2026-12-02,Wednesday,False,False,SCH0512,1.0
ATT0015405,1,126,111,Headmaster,False,88.09523809523809,2026-01-24,Saturday,False,False,SCH0468,0.0
ATT0005741,1,57,49,,False,85.96491228070175,2025-04-13,Sunday,True,False,SCH0263,1.0
ATT0001495,4,85,68,Headmaster,False,80.0,2026-02-18,Wednesday,False,False,SCH0405,1.0
,5,51,48,Headmaster,False,94.11764705882352,2025-05-23,Friday,False,False,SCH0301,1.0
ATT0005262,2,211,168,Headmaster,False,79.62085308056872,2025-05-25,Sunday,True,False,SCH0420,1.0
ATT0019968,7,285,215,Class Teacher,False,75.43859649122807,2026-03-16,Monday,False,False,SCH0559,1.0
ATT0003752,1,89,67,Headmaster,False,75.28089887640449,2026-04-02,Thursday,False,False,SCH0258,1.0
ATT0000757,6,216,159,Clerk,False,73.61111111111111,2025-12-04,Thursday,False,False,SCH0457,1.0
ATT0010953,4,83,72,Class Teacher,False,86.74698795180723,2025-10-19,Sunday,True,False,SCH0586,1.0
ATT0013208,6,239,207,Headmaster,False,86.61087866108787,2026-05-01,Friday,False,False,SCH0109,1.0
ATT0010820,3,244,178,Admin,False,72.95081967213115,2025-07-04,Friday,False,False,SCH0468,1.0
ATT0019713,3,254,166,Admin,False,65.35433070866141,2025-12-18,Thursday,False,False,SCH0376,1.0
ATT0012573,5,199,129,,False,64.82412060301507,2025-11-07,Friday,False,False,SCH0168,0.0
ATT0012066,7,145,100,Admin,False,68.96551724137932,2025-11-10,Monday,False,False,SCH0499,1.0
ATT0001375,3,148,90,Admin,False,60.810810810810814,2025-04-12,Saturday,False,False,SCH0286,1.0
ATT0019701,10,268,211,Headmaster,False,78.73134328358209,2025-06-05,Thursday,False,False,SCH0148,1.0
ATT0009697,5,255,231,Admin,False,90.58823529411765,2026-02-05,Thursday,False,False,SCH0327,
ATT0017701,4,85,65,,False,76.47058823529412,2025-07-02,Wednesday,False,False,SCH0545,1.0
ATT0006573,8,295,275,,False,93.22033898305084,2025-07-14,Monday,False,False,SCH0257,1.0
ATT0000538,3,194,118,Class Teacher,False,60.824742268041234,2025-11-05,Wednesday,False,False,SCH0304,0.0
ATT0008905,3,300,236,,False,78.66666666666666,2025-12-05,Friday,False,False,SCH0134,1.0
ATT0012292,8,40,34,Clerk,False,85.0,2025-07-11,Friday,False,False,SCH0528,
ATT0006145,1,55,34,,False,61.81818181818181,2025-08-21,Thursday,False,False,SCH0190,1.0
,4,144,137,Class Teacher,False,95.13888888888889,2026-03-30,Monday,False,False,SCH0501,1.0
ATT0018143,1,145,136,Clerk,False,93.79310344827586,2025-12-28,Sunday,True,False,SCH0170,0.0
ATT0012705,6,115,108,Headmaster,False,93.91304347826087,2025-04-10,Thursday,False,False,SCH0266,1.0
ATT0002187,5,94,91,Clerk,False,96.80851063829788,2025-12-22,Monday,False,False,SCH0488,0.0
ATT0003110,5,249,265,Headmaster,True,106.42570281124497,2025-06-23,Monday,False,False,SCH0083,
ATT0019850,1,187,167,Admin,False,89.3048128342246,2025-07-23,Wednesday,False,False,SCH0466,0.0
ATT0013437,9,295,263,Headmaster,False,89.15254237288136,2026-02-01,Sunday,True,False,SCH0299,1.0
ATT0013917,4,189,161,Clerk,False,85.18518518518519,2025-09-24,Wednesday,False,False,SCH0114,1.0
ATT0009625,5,169,142,,False,84.02366863905326,2025-08-27,Wednesday,False,False,SCH0293,1.0
ATT0010514,6,100,89,Headmaster,False,89.0,2025-04-03,Thursday,False,False,SCH0004,1.0
ATT0001885,1,177,133,Headmaster,False,75.14124293785311,2025-05-05,Monday,False,False,SCH0205,1.0
ATT0015919,1,210,138,Headmaster,False,65.71428571428571,2025-09-11,Thursday,False,False,SCH0326,1.0
ATT0014935,3,131,86,,False,65.64885496183206,2026-02-16,Monday,False,False,SCH0179,1.0
ATT0012865,6,133,138,Class Teacher,True,103.7593984962406,2025-08-30,Saturday,False,False,SCH0203,1.0
ATT0003031,6,61,53,Class Teacher,False,86.88524590163934,2025-06-18,Wednesday,False,False,SCH0457,1.0
ATT0002103,2,252,159,,False,63.095238095238095,2025-11-05,Wednesday,False,False,SCH0388,1.0
ATT0011000,4,251,211,Class Teacher,False,84.06374501992032,2025-07-18,Friday,False,False,SCH0599,1.0
ATT0013794,1,253,243,,False,96.04743083003953,2026-09-03,Thursday,False,False,SCH0542,1.0
ATT0007146,5,137,105,,False,76.64233576642336,2025-08-10,Sunday,True,False,SCH0174,1.0
ATT0003892,2,76,71,Class Teacher,False,93.42105263157895,2025-10-30,Thursday,False,False,SCH0127,1.0
ATT0014228,4,171,124,Headmaster,False,72.51461988304094,2025-08-13,Wednesday,False,False,SCH0365,1.0
ATT0001996,6,175,143,,False,81.71428571428572,2025-10-11,Saturday,False,False,SCH0224,1.0
ATT0019514,1,226,194,Clerk,False,85.84070796460178,2025-07-27,Sunday,True,False,SCH0525,1.0
ATT0005404,3,151,151,Admin,False,100.0,2025-09-19,Friday,False,False,SCH0071,1.0
ATT0019740,1,173,135,Headmaster,False,78.03468208092485,2025-06-06,Friday,False,False,SCH0232,1.0
ATT0005293,10,156,149,Headmaster,False,95.51282051282051,2025-12-06,Saturday,False,False,SCH0364,1.0
ATT0008052,10,206,165,Class Teacher,False,80.09708737864078,2025-11-11,Tuesday,False,False,SCH0392,1.0
ATT0016349,2,186,194,Clerk,True,104.3010752688172,2025-07-07,Monday,False,False,SCH0264,
ATT0014757,5,64,54,Headmaster,False,84.375,2026-03-17,Tuesday,False,False,SCH0356,1.0
ATT0004926,3,299,284,Headmaster,False,94.98327759197325,2025-09-09,Tuesday,False,False,SCH0543,1.0
ATT0018425,8,40,34,Headmaster,False,85.0,2025-09-13,Saturday,False,False,SCH0463,1.0
ATT0009423,4,219,197,Class Teacher,False,89.95433789954338,2025-10-30,Thursday,False,False,SCH0252,1.0
ATT0002979,2,49,42,Clerk,False,85.71428571428571,2025-04-27,Sunday,True,False,SCH0230,0.0
ATT0003574,2,73,60,,False,82.1917808219178,2025-06-26,Thursday,False,False,SCH0303,0.0
ATT0012053,9,283,212,Clerk,False,74.91166077738515,2025-09-02,Tuesday,False,False,SCH0259,1.0
ATT0013557,1,161,161,Headmaster,False,100.0,2025-10-19,Sunday,True,True,SCH0342,1.0
ATT0018268,1,42,30,Admin,False,71.42857142857143,2026-01-12,Monday,False,False,SCH0103,1.0
ATT0001116,5,221,166,Admin,False,75.1131221719457,2025-04-07,Monday,False,False,SCH0435,1.0
ATT0011150,2,272,229,Class Teacher,False,84.19117647058823,2025-08-14,Thursday,False,False,SCH0325,1.0
ATT0003467,4,190,124,,False,65.26315789473685,2025-08-19,Tuesday,False,False,SCH0279,1.0
ATT0005146,7,260,233,Headmaster,False,89.61538461538461,2026-01-22,Thursday,False,False,SCH0286,1.0
ATT0010526,8,260,227,Admin,False,87.3076923076923,2025-12-08,Monday,False,False,SCH0597,1.0
ATT0015866,3,154,94,Admin,False,61.038961038961034,2026-01-22,Thursday,False,False,SCH0044,1.0
ATT0011389,5,259,216,Headmaster,False,83.3976833976834,2025-05-14,Wednesday,False,False,SCH0235,1.0
ATT0016889,4,299,228,Headmaster,False,76.2541806020067,2025-01-09,Thursday,False,False,SCH0109,1.0
ATT0007389,1,249,206,Headmaster,False,82.73092369477911,2026-03-03,Tuesday,False,False,SCH0448,1.0
ATT0019650,7,251,179,Clerk,False,71.31474103585657,2025-10-07,Tuesday,False,False,SCH0600,1.0
ATT0012120,1,204,204,,False,100.0,2025-11-09,Sunday,True,True,SCH0413,1.0
ATT0014688,4,125,78,Class Teacher,False,62.4,2026-01-06,Tuesday,False,False,SCH0139,1.0
ATT0008233,5,72,68,Headmaster,False,94.44444444444444,2025-10-25,Saturday,False,False,SCH0218,1.0
ATT0016639,5,218,191,Admin,False,87.61467889908256,2026-01-05,Monday,False,False,SCH0387,
ATT0002539,6,231,214,Class Teacher,False,92.64069264069265,2025-04-07,Monday,False,False,SCH0524,0.0
ATT0005384,7,236,236,Admin,False,100.0,2026-02-16,Monday,False,False,SCH0500,1.0
ATT0011038,5,146,130,Headmaster,False,89.04109589041096,2025-07-07,Monday,False,False,SCH0558,1.0
ATT0007625,9,162,128,Admin,False,79.01234567901234,2025-06-09,Monday,False,False,SCH0200,1.0
ATT0009028,5,271,207,Class Teacher,False,76.38376383763837,2025-03-06,Thursday,False,False,SCH0285,
